February,22,6:58:00,17:51:00,36°F,20°F,28°F,67°F (1930),-2°F (1879)
February,23,6:56:00,17:52:00,36°F,20°F,28°F,66°F (1922),-5°F (1889)
February,24,6:55:00,17:53:00,36°F,20°F,28°F,70°F (1906),-9°F (1889)
February,25,6:53:00,17:55:00,36°F,20°F,28°F,67°F (1957),-8°F (1894)
February,26,6:51:00,17:56:00,37°F,21°F,29°F,66°F (2000),-2°F (2003)
February,27,6:50:00,17:57:00,37°F,21°F,29°F,66°F (2000),-6°F (1993)
February,28,6:48:00,17:58:00,37°F,21°F,29°F,63°F (1954),-4°F (1884)
March,1,6:46:00,18:00:00,38°F,21°F,29°F,62°F (1954),-6°F (1980)
March,2,6:45:00,18:01:00,38°F,21°F,30°F,68°F (1991),-3°F (1980)
March,3,6:43:00,18:02:00,38°F,22°F,30°F,65°F (2008),-1°F (2003)
March,4,6:41:00,18:03:00,38°F,22°F,30°F,69°F (1974),-4°F (1950)
March,5,6:40:00,18:05:00,39°F,22°F,31°F,67°F (2004),-7°F (1872)
March,6,6:38:00,18:06:00,39°F,23°F,31°F,70°F (1894),-3°F (1948)
March,7,6:36:00,18:07:00,39°F,23°F,31°F,68°F (2012),1°F (1960)
March,8,6:35:00,18:08:00,40°F,23°F,31°F,75°F (2000),-7°F (1999)
March,9,7:33:00,19:10:00,40°F,23°F,32°F,73°F (2000),-3°F (1943)
March,10,7:32:00,19:11:00,40°F,24°F,32°F,68°F (1977),5°F (1984)
March,11,7:30:00,19:12:00,41°F,24°F,32°F,70°F (1927),-5°F (1960)
March,12,7:28:00,19:13:00,41°F,24°F,33°F,69°F (1995),-5°F (1960)
March,13,7:26:00,19:15:00,42°F,25°F,33°F,71°F (1995),-7°F (1885)
March,14,7:25:00,19:16:00,42°F,25°F,33°F,80°F (1990),4°F (1895)
March,15,7:23:00,19:17:00,42°F,25°F,34°F,82°F (1990),3°F (1992)
March,16,7:21:00,19:18:00,43°F,26°F,34°F,73°F (1990),0°F (1960)
March,17,7:19:00,19:19:00,43°F,26°F,35°F,76°F (1927),0°F (1885)
March,18,7:17:00,19:21:00,43°F,26°F,35°F,78°F (2012),-3°F (1916)
March,19,7:16:00,19:22:00,44°F,27°F,35°F,77°F (1903),-4°F (1993)
March,20,7:14:00,19:23:00,44°F,27°F,36°F,79°F (1903),-1°F (1872)
March,21,7:12:00,19:24:00,45°F,27°F,36°F,80°F (2012),-2°F (1885)
March,22,7:10:00,19:25:00,45°F,28°F,36°F,83°F (1938),-1°F (1885)
March,23,7:09:00,19:27:00,45°F,28°F,37°F,79°F (1966),-1°F (1875)
March,24,7:07:00,19:28:00,46°F,28°F,37°F,81°F (1910),2°F (1965)
March,25,7:05:00,19:29:00,46°F,29°F,38°F,77°F (1988),3°F (1960)
March,26,7:03:00,19:30:00,47°F,29°F,38°F,84°F (1945),4°F (1960)
March,27,7:01:00,19:31:00,47°F,30°F,38°F,80°F (1921),4°F (1966)
March,28,7:00:00,19:33:00,48°F,30°F,39°F,84°F (1945),5°F (1923)
March,29,6:58:00,19:34:00,48°F,30°F,39°F,86°F (1905),5°F (1923)
March,30,6:56:00,19:35:00,48°F,31°F,40°F,83°F (1986),13°F (1887)
March,31,6:54:00,19:36:00,49°F,31°F,40°F,83°F (1998),8°F (1923)
April,1,6:52:00,19:37:00,49°F,31°F,40°F,85°F (1986),7°F (1923)
April,2,6:51:00,19:38:00,50°F,32°F,41°F,86°F (2010),19°F (1911)
April,3,6:49:00,19:40:00,50°F,32°F,41°F,87°F (2010),13°F (1954)
April,4,6:47:00,19:41:00,51°F,33°F,42°F,83°F (1974),11°F (1879)
April,5,6:45:00,19:42:00,51°F,33°F,42°F,83°F (1910),15°F (1879)
April,6,6:44:00,19:43:00,52°F,33°F,43°F,83°F (1928),17°F (1982)
April,7,6:42:00,19:44:00,52°F,34°F,43°F,79°F (1991),13°F (1982)
April,8,6:40:00,19:45:00,53°F,34°F,43°F,80°F (1991),17°F (1972)
April,9,6:38:00,19:46:00,53°F,34°F,44°F,79°F (1969),16°F (1997)
April,10,6:37:00,19:48:00,54°F,35°F,44°F,85°F (1945),16°F (1974)
April,11,6:35:00,19:49:00,54°F,35°F,45°F,85°F (1945),14°F (1970)
April,12,6:33:00,19:50:00,55°F,36°F,45°F,85°F (1945),20°F (1882)
April,13,6:32:00,19:51:00,55°F,36°F,45°F,86°F (1945),20°F (1874)
April,14,6:30:00,19:52:00,55°F,36°F,46°F,85°F (1968),19°F (1904)
April,15,6:28:00,19:53:00,56°F,37°F,46°F,86°F (1994),18°F (1904)
April,16,6:27:00,19:55:00,56°F,37°F,47°F,87°F (2012),22°F (1943)
April,17,6:25:00,19:56:00,57°F,37°F,47°F,85°F (2002),19°F (1875)
April,18,6:23:00,19:57:00,57°F,38°F,47°F,85°F (1976),15°F (1875)
April,19,6:22:00,19:58:00,58°F,38°F,48°F,86°F (2008),20°F (1904)
April,20,6:20:00,19:59:00,58°F,38°F,48°F,86°F (1941),20°F (1904)
April,21,6:19:00,20:00:00,59°F,39°F,49°F,87°F (1973),20°F (1875)
April,22,6:17:00,20:01:00,59°F,39°F,49°F,84°F (1985),26°F (1975)
April,23,6:16:00,20:03:00,60°F,39°F,49°F,90°F (1885),24°F (1989)
April,24,6:14:00,20:04:00,60°F,40°F,50°F,83°F (1960),23°F (1919)
April,25,6:12:00,20:05:00,60°F,40°F,50°F,86°F (1915),21°F (1919)
April,26,6:11:00,20:06:00,61°F,40°F,51°F,86°F (1990),23°F (1919)
April,27,6:10:00,20:07:00,61°F,41°F,51°F,86°F (1990),26°F (1993)
April,28,6:08:00,20:08:00,62°F,41°F,51°F,93°F (1990),25°F (1947)
April,29,6:07:00,20:09:00,62°F,41°F,52°F,86°F (1899),27°F (2012)
April,30,6:05:00,20:11:00,62°F,41°F,52°F,93°F (1970),29°F (1876)
May,1,6:04:00,20:12:00,63°F,42°F,52°F,90°F (1970),26°F (1978)
May,2,6:03:00,20:13:00,63°F,42°F,53°F,85°F (2001),26°F (1979)
May,3,6:01:00,20:14:00,63°F,42°F,53°F,91°F (1944),27°F (1911)
May,4,6:00:00,20:15:00,64°F,43°F,53°F,91°F (1949),30°F (1926)
May,5,5:59:00,20:16:00,64°F,43°F,54°F,88°F (1949),29°F (1974)
May,6,5:57:00,20:17:00,65°F,43°F,54°F,92°F (1895),28°F (1968)
May,7,5:56:00,20:18:00,65°F,44°F,54°F,88°F (1930),26°F (1970)
May,8,5:55:00,20:20:00,65°F,44°F,55°F,89°F (1979),29°F (1974)
May,9,5:54:00,20:21:00,66°F,44°F,55°F,89°F (1979),31°F (1962)
May,10,5:53:00,20:22:00,66°F,44°F,55°F,89°F (1896),28°F (1966)
May,11,5:51:00,20:23:00,66°F,45°F,55°F,89°F (1979),29°F (1966)
May,12,5:50:00,20:24:00,67°F,45°F,56°F,87°F (1879),30°F (1907)
May,13,5:49:00,20:25:00,67°F,45°F,56°F,89°F (1879),31°F (2005)
May,14,5:48:00,20:26:00,67°F,46°F,56°F,94°F (1974),31°F (1878)
May,15,5:47:00,20:27:00,67°F,46°F,57°F,88°F (1962),35°F (1977)
May,16,5:46:00,20:28:00,68°F,46°F,57°F,90°F (1962),30°F (1959)
May,17,5:45:00,20:29:00,68°F,47°F,57°F,90°F (1962),29°F (1956)
May,18,5:44:00,20:30:00,68°F,47°F,58°F,92°F (1889),30°F (1981)
May,19,5:43:00,20:31:00,69°F,47°F,58°F,89°F (1996),34°F (1981)
May,20,5:42:00,20:32:00,69°F,48°F,58°F,92°F (1911),34°F (1956)
May,21,5:41:00,20:33:00,69°F,48°F,59°F,92°F (1977),31°F (1895)
May,22,5:40:00,20:34:00,70°F,48°F,59°F,92°F (1911),34°F (1990)
May,23,5:40:00,20:35:00,70°F,49°F,59°F,90°F (1930),31°F (1967)
May,24,5:39:00,20:36:00,70°F,49°F,60°F,91°F (2007),31°F (1956)
May,25,5:38:00,20:37:00,70°F,49°F,60°F,88°F (2012),32°F (1956)
May,26,5:37:00,20:38:00,71°F,50°F,60°F,90°F (1944),36°F (1879)
May,27,5:37:00,20:39:00,71°F,50°F,60°F,92°F (1978),35°F (1969)
May,28,5:36:00,20:40:00,71°F,50°F,61°F,93°F (1911),35°F (1949)
May,29,5:35:00,20:41:00,72°F,51°F,61°F,92°F (2006),31°F (1889)
May,30,5:35:00,20:42:00,72°F,51°F,61°F,94°F (1987),33°F (1884)
May,31,5:34:00,20:43:00,72°F,51°F,62°F,91°F (2011),37°F (2001)
June,1,5:34:00,20:43:00,73°F,52°F,62°F,93°F (1895),35°F (1945)
June,2,5:33:00,20:44:00,73°F,52°F,62°F,96°F (1934),40°F (1976)
June,3,5:33:00,20:45:00,73°F,52°F,63°F,93°F (1919),36°F (1986)
June,4,5:32:00,20:46:00,73°F,53°F,63°F,94°F (1895),36°F (1965)
June,5,5:32:00,20:46:00,74°F,53°F,63°F,95°F (1925),37°F (1964)
June,6,5:32:00,20:47:00,74°F,53°F,64°F,94°F (1925),39°F (1894)
June,7,5:31:00,20:48:00,74°F,54°F,64°F,91°F (1955),36°F (1879)
June,8,5:31:00,20:48:00,75°F,54°F,64°F,92°F (2007),35°F (1949)
June,9,5:31:00,20:49:00,75°F,54°F,65°F,93°F (2008),38°F (1980)
June,10,5:31:00,20:50:00,75°F,55°F,65°F,94°F (1947),37°F (1988)
June,11,5:31:00,20:50:00,76°F,55°F,65°F,93°F (1973),36°F (1972)
June,12,5:31:00,20:51:00,76°F,55°F,66°F,94°F (1949),40°F (1980)
June,13,5:30:00,20:51:00,76°F,55°F,66°F,94°F (1949),42°F (1965)
June,14,5:30:00,20:52:00,76°F,56°F,66°F,93°F (1988),41°F (1875)
June,15,5:30:00,20:52:00,77°F,56°F,66°F,94°F (1994),40°F (1978)
June,16,5:30:00,20:52:00,77°F,56°F,67°F,95°F (1994),41°F (1999)
June,17,5:30:00,20:53:00,77°F,57°F,67°F,94°F (1994),41°F (1980)
June,18,5:31:00,20:53:00,78°F,57°F,67°F,97°F (1957),38°F (1950)
June,19,5:31:00,20:53:00,78°F,57°F,67°F,95°F (2001),42°F (1956)
June,20,5:31:00,20:54:00,78°F,57°F,68°F,95°F (1953),41°F (1914)
June,21,5:31:00,20:54:00,78°F,58°F,68°F,100°F (1953),42°F (1969)
June,22,5:31:00,20:54:00,79°F,58°F,68°F,93°F (1988),42°F (1918)
June,23,5:32:00,20:54:00,79°F,58°F,68°F,95°F (1888),40°F (1918)
June,24,5:32:00,20:54:00,79°F,58°F,69°F,96°F (1949),45°F (1932)
June,25,5:32:00,20:54:00,79°F,59°F,69°F,97°F (1952),41°F (1979)
June,26,5:33:00,20:54:00,79°F,59°F,69°F,96°F (1952),43°F (1979)
June,27,5:33:00,20:54:00,80°F,59°F,69°F,96°F (1944),47°F (1927)
June,28,5:33:00,20:54:00,80°F,59°F,70°F,98°F (1944),47°F (1988)
June,29,5:34:00,20:54:00,80°F,59°F,70°F,93°F (1948),43°F (1988)
June,30,5:34:00,20:54:00,80°F,60°F,70°F,96°F (1964),46°F (1900)
July,1,5:35:00,20:54:00,80°F,60°F,70°F,96°F (1901),45°F (1943)
July,2,5:35:00,20:54:00,80°F,60°F,70°F,99°F (1931),45°F (2001)
July,3,5:36:00,20:54:00,81°F,60°F,70°F,100°F (1911),48°F (1995)
July,4,5:37:00,20:53:00,81°F,60°F,70°F,99°F (1897),47°F (1986)
July,5,5:37:00,20:53:00,81°F,60°F,71°F,101°F (1911),47°F (1997)
July,6,5:38:00,20:53:00,81°F,60°F,71°F,98°F (1993),47°F (1963)
July,7,5:38:00,20:52:00,81°F,60°F,71°F,97°F (1988),47°F (1942)
July,8,5:39:00,20:52:00,81°F,61°F,71°F,100°F (1936),45°F (1963)
July,9,5:40:00,20:51:00,81°F,61°F,71°F,102°F (1936),42°F (1963)
July,10,5:41:00,20:51:00,81°F,61°F,71°F,102°F (1936),48°F (1997)
July,11,5:41:00,20:50:00,81°F,61°F,71°F,96°F (1936),44°F (1945)
July,12,5:42:00,20:50:00,81°F,61°F,71°F,94°F (1966),45°F (1898)
July,13,5:43:00,20:49:00,81°F,61°F,71°F,98°F (1952),49°F (1955)
July,14,5:44:00,20:49:00,81°F,61°F,71°F,97°F (1952),48°F (2009)
July,15,5:45:00,20:48:00,81°F,61°F,71°F,96°F (1983),48°F (1884)
July,16,5:46:00,20:47:00,81°F,61°F,71°F,96°F (1988),48°F (1946)
July,17,5:46:00,20:47:00,81°F,61°F,71°F,97°F (2012),48°F (1892)
July,18,5:47:00,20:46:00,81°F,61°F,71°F,97°F (1953),47°F (1971)
July,19,5:48:00,20:45:00,81°F,61°F,71°F,95°F (1978),50°F (1956)
July,20,5:49:00,20:44:00,81°F,61°F,71°F,99°F (1894),46°F (1965)
July,21,5:50:00,20:43:00,81°F,61°F,71°F,98°F (2011),46°F (1965)
July,22,5:51:00,20:42:00,81°F,61°F,71°F,97°F (1955),46°F (1970)
July,23,5:52:00,20:41:00,81°F,61°F,71°F,99°F (1933),48°F (1985)
July,24,5:53:00,20:40:00,81°F,61°F,71°F,97°F (1941),47°F (1985)
July,25,5:54:00,20:40:00,81°F,61°F,71°F,98°F (1941),48°F (1953)
July,26,5:55:00,20:38:00,81°F,61°F,71°F,95°F (1930),47°F (1975)
July,27,5:56:00,20:37:00,81°F,61°F,71°F,98°F (1941),45°F (1977)
July,28,5:57:00,20:36:00,81°F,61°F,71°F,98°F (1964),48°F (1996)
July,29,5:58:00,20:35:00,81°F,61°F,71°F,94°F (1949),49°F (1968)
July,30,5:59:00,20:34:00,81°F,61°F,71°F,96°F (1933),45°F (1968)
July,31,6:00:00,20:33:00,81°F,61°F,71°F,98°F (1933),47°F (1891)
August,1,6:01:00,20:32:00,81°F,61°F,71°F,96°F (1955),48°F (1964)
August,2,6:02:00,20:31:00,81°F,61°F,71°F,96°F (1944),47°F (1947)
August,3,6:03:00,20:29:00,80°F,61°F,71°F,95°F (1988),46°F (1959)
August,4,6:04:00,20:28:00,80°F,61°F,71°F,98°F (1944),47°F (1886)
August,5,6:05:00,20:27:00,80°F,61°F,71°F,96°F (1955),45°F (1972)
August,6,6:06:00,20:26:00,80°F,61°F,70°F,96°F (1965),45°F (1951)
August,7,6:07:00,20:24:00,80°F,61°F,70°F,96°F (1918),46°F (1948)
August,8,6:08:00,20:23:00,80°F,61°F,70°F,96°F (2001),49°F (1903)
August,9,6:09:00,20:21:00,80°F,60°F,70°F,98°F (1949),45°F (1964)
August,10,6:10:00,20:20:00,80°F,60°F,70°F,97°F (1949),47°F (1972)
August,11,6:11:00,20:19:00,80°F,60°F,70°F,97°F (1944),49°F (1982)
August,12,6:13:00,20:17:00,80°F,60°F,70°F,96°F (1874),46°F (1987)
August,13,6:14:00,20:16:00,80°F,60°F,70°F,97°F (1918),46°F (1979)
August,14,6:15:00,20:14:00,80°F,60°F,70°F,97°F (2002),46°F (1964)
August,15,6:16:00,20:13:00,79°F,60°F,70°F,96°F (1959),47°F (1964)
August,16,6:17:00,20:11:00,79°F,60°F,70°F,94°F (1913),47°F (1979)
August,17,6:18:00,20:10:00,79°F,60°F,70°F,94°F (1913),46°F (1979)
August,18,6:19:00,20:08:00,79°F,60°F,69°F,93°F (1947),46°F (1958)
August,19,6:20:00,20:07:00,79°F,59°F,69°F,94°F (1936),46°F (1977)
August,20,6:21:00,20:05:00,79°F,59°F,69°F,93°F (1955),46°F (2000)
August,21,6:22:00,20:04:00,79°F,59°F,69°F,95°F (1916),44°F (1950)
August,22,6:23:00,20:02:00,79°F,59°F,69°F,98°F (1916),43°F (1957)
August,23,6:25:00,20:01:00,78°F,59°F,69°F,92°F (1918),44°F (1923)
August,24,6:26:00,19:59:00,78°F,59°F,68°F,94°F (1947),42°F (1971)
August,25,6:27:00,19:57:00,78°F,58°F,68°F,96°F (1948),43°F (1960)
August,26,6:28:00,19:56:00,78°F,58°F,68°F,99°F (1948),44°F (1989)
August,27,6:29:00,19:54:00,78°F,58°F,68°F,98°F (1948),44°F (1887)
August,28,6:30:00,19:52:00,78°F,58°F,68°F,99°F (1948),41°F (1982)
August,29,6:31:00,19:51:00,77°F,58°F,68°F,94°F (1973),38°F (1982)
August,30,6:32:00,19:49:00,77°F,57°F,67°F,96°F (1953),36°F (1965)
August,31,6:33:00,19:47:00,77°F,57°F,67°F,96°F (1881),43°F (1976)
September,1,6:34:00,19:46:00,77°F,57°F,67°F,95°F (1953),43°F (1985)
September,2,6:36:00,19:44:00,76°F,57°F,67°F,97°F (1953),40°F (1885)
September,3,6:37:00,19:42:00,76°F,56°F,66°F,99°F (1953),41°F (1946)
September,4,6:38:00,19:40:00,76°F,56°F,66°F,97°F (1953),40°F (1997)
September,5,6:39:00,19:39:00,76°F,56°F,66°F,96°F (1881),42°F (1974)
September,6,6:40:00,19:37:00,75°F,55°F,65°F,98°F (1881),40°F (2000)
September,7,6:41:00,19:35:00,75°F,55°F,65°F,95°F (2007),43°F (1986)
September,8,6:42:00,19:33:00,75°F,55°F,65°F,94°F (1959),37°F (1986)
September,9,6:43:00,19:32:00,74°F,54°F,64°F,98°F (1959),41°F (1979)
September,10,6:44:00,19:30:00,74°F,54°F,64°F,94°F (1897),37°F (1975)
September,11,6:45:00,19:28:00,74°F,54°F,64°F,94°F (1931),37°F (1879)
September,12,6:47:00,19:26:00,73°F,53°F,63°F,95°F (1931),38°F (1943)
September,13,6:48:00,19:24:00,73°F,53°F,63°F,94°F (1952),36°F (1943)
September,14,6:49:00,19:23:00,72°F,53°F,63°F,92°F (1915),34°F (1963)
September,15,6:50:00,19:21:00,72°F,52°F,62°F,96°F (1939),37°F (1964)
September,16,6:51:00,19:19:00,72°F,52°F,62°F,97°F (1939),34°F (1964)
September,17,6:52:00,19:17:00,71°F,52°F,61°F,91°F (1899),32°F (1959)
September,18,6:53:00,19:15:00,71°F,51°F,61°F,92°F (1955),37°F (1990)
September,19,6:54:00,19:13:00,70°F,51°F,61°F,90°F (1955),36°F (1993)
September,20,6:55:00,19:12:00,70°F,51°F,60°F,91°F (1895),34°F (1993)
September,21,6:57:00,19:10:00,70°F,50°F,60°F,91°F (1931),35°F (1973)
September,22,6:58:00,19:08:00,69°F,50°F,60°F,93°F (1895),36°F (1991)
September,23,6:59:00,19:06:00,69°F,49°F,59°F,90°F (1936),33°F (1947)
September,24,7:00:00,19:04:00,68°F,49°F,59°F,90°F (1970),30°F (1963)
September,25,7:01:00,19:02:00,68°F,49°F,58°F,92°F (2007),35°F (1949)
September,26,7:02:00,19:01:00,68°F,48°F,58°F,89°F (1900),34°F (1943)
September,27,7:03:00,18:59:00,67°F,48°F,57°F,88°F (1920),31°F (1957)
September,28,7:04:00,18:57:00,67°F,47°F,57°F,90°F (1959),28°F (1947)
September,29,7:06:00,18:55:00,66°F,47°F,57°F,90°F (1959),31°F (1942)
September,30,7:07:00,18:53:00,66°F,47°F,56°F,89°F (1881),30°F (1991)
October,1,7:08:00,18:52:00,65°F,46°F,56°F,86°F (1877),31°F (1993)
October,2,7:09:00,18:50:00,65°F,46°F,55°F,87°F (1927),32°F (1997)
October,3,7:10:00,18:48:00,65°F,46°F,55°F,90°F (1951),29°F (1974)
October,4,7:11:00,18:46:00,64°F,45°F,55°F,89°F (1926),29°F (1974)
October,5,7:13:00,18:44:00,64°F,45°F,54°F,91°F (1951),26°F (1965)
October,6,7:14:00,18:43:00,63°F,45°F,54°F,87°F (1900),27°F (1958)
October,7,7:15:00,18:41:00,63°F,44°F,54°F,88°F (1941),26°F (1964)
October,8,7:16:00,18:39:00,63°F,44°F,53°F,84°F (1916),31°F (2001)
October,9,7:17:00,18:37:00,62°F,44°F,53°F,88°F (1949),30°F (1876)
October,10,7:18:00,18:36:00,62°F,43°F,53°F,89°F (1949),27°F (1972)
October,11,7:20:00,18:34:00,61°F,43°F,52°F,89°F (1949),27°F (1964)
October,12,7:21:00,18:32:00,61°F,43°F,52°F,84°F (1938),27°F (1876)
October,13,7:22:00,18:31:00,61°F,42°F,51°F,83°F (1995),26°F (1993)
October,14,7:23:00,18:29:00,60°F,42°F,51°F,86°F (1954),24°F (1993)
October,15,7:24:00,18:27:00,60°F,42°F,51°F,86°F (1897),26°F (1876)
October,16,7:26:00,18:26:00,60°F,41°F,50°F,85°F (1947),29°F (1978)
October,17,7:27:00,18:24:00,59°F,41°F,50°F,85°F (1947),25°F (1978)
October,18,7:28:00,18:23:00,59°F,41°F,50°F,83°F (1947),23°F (1972)
October,19,7:29:00,18:21:00,58°F,41°F,50°F,81°F (1953),22°F (1972)
October,20,7:31:00,18:19:00,58°F,40°F,49°F,79°F (1971),20°F (1972)
October,21,7:32:00,18:18:00,58°F,40°F,49°F,80°F (2007),21°F (1974)
October,22,7:33:00,18:16:00,57°F,40°F,49°F,82°F (1979),23°F (1940)
October,23,7:34:00,18:15:00,57°F,39°F,48°F,79°F (1975),22°F (1969)
October,24,7:35:00,18:13:00,57°F,39°F,48°F,81°F (1963),23°F (1889)
October,25,7:37:00,18:12:00,56°F,39°F,48°F,83°F (1963),19°F (1879)
October,26,7:38:00,18:10:00,56°F,39°F,47°F,79°F (1963),24°F (1887)
October,27,7:39:00,18:09:00,56°F,38°F,47°F,83°F (1947),26°F (1936)
October,28,7:40:00,18:08:00,55°F,38°F,47°F,76°F (1984),24°F (1940)
October,29,7:42:00,18:06:00,55°F,38°F,46°F,76°F (1896),20°F (1940)
October,30,7:43:00,18:05:00,55°F,38°F,46°F,78°F (1946),23°F (1988)
October,31,7:44:00,18:04:00,54°F,37°F,46°F,80°F (1971),21°F (1988)
November,1,7:46:00,18:02:00,54°F,37°F,46°F,81°F (1950),22°F (1879)
November,2,6:46:00,17:01:00,54°F,37°F,45°F,80°F (1933),21°F (1965)
November,3,6:48:00,17:00:00,53°F,37°F,45°F,75°F (1977),22°F (1951)
November,4,6:49:00,16:58:00,53°F,36°F,45°F,74°F (1938),20°F (1879)
November,5,6:50:00,16:57:00,52°F,36°F,44°F,74°F (1948),15°F (1951)
November,6,6:52:00,16:56:00,52°F,36°F,44°F,72°F (2005),13°F (1951)
November,7,6:53:00,16:55:00,52°F,36°F,44°F,77°F (1938),23°F (1930)
November,8,6:54:00,16:54:00,51°F,35°F,43°F,74°F (1916),19°F (1971)
November,9,6:56:00,16:52:00,51°F,35°F,43°F,74°F (1999),17°F (1991)
November,10,6:57:00,16:51:00,50°F,35°F,43°F,72°F (1975),15°F (1991)
November,11,6:58:00,16:50:00,50°F,34°F,42°F,73°F (2012),20°F (1957)
November,12,6:59:00,16:49:00,50°F,34°F,42°F,72°F (1982),21°F (1983)
November,13,7:01:00,16:48:00,49°F,34°F,42°F,71°F (1902),18°F (1986)
November,14,7:02:00,16:47:00,49°F,34°F,41°F,72°F (1994),10°F (1905)
November,15,7:03:00,16:46:00,48°F,33°F,41°F,71°F (1928),10°F (1933)
November,16,7:05:00,16:45:00,48°F,33°F,41°F,70°F (2005),8°F (1933)
November,17,7:06:00,16:45:00,48°F,33°F,40°F,72°F (1931),15°F (1959)
November,18,7:07:00,16:44:00,47°F,32°F,40°F,71°F (1958),14°F (1959)
November,19,7:08:00,16:43:00,47°F,32°F,39°F,73°F (1941),11°F (1894)
